TITLE: Bill of Materials						
DATE: 05/08/2016						
DESIGN: top						
TEMPLATE: D:\HwProj\IAW_SMU3_XX\protoC2\board\generic\sch\bin\top\bom\templ_testing_v2.bom						
CALLOUT: 						
						
Ref Des	DBTPRO_NUMBER	DEVICE_LABEL	VALUE	PINCOUNT	P_PATH	JEDEC_TYPE
R38	NR.0107450.A	R_CEC_..4,7.KO_+-0.021/16W	4.7k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i450@standard_mm.resistor(chips)	R0402T_RW
R39	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i143@standard_mm.resistor(chips)	R0402T_RW
R4	NR.0110031.A	R_CEC_..470.KO_+-2.35k1/16W	470k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i307@standard_mm.resistor(chips)	R0402T_RW
R40	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i401@standard_mm.resistor(chips)	R0402T_RW
R41	NR.0029773.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i400@standard_mm.resistor(chips)	R0603T_RW
R42	NR.0104564.A	R_CEC_..2,2.KO_+-0.011/16W	2.2k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i469@standard_mm.resistor(chips)	R0402T_RW
R43	NR.0029773.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i484@standard_mm.resistor(chips)	R0603T_RW
R44	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page2_i242@standard_mm.resistor(chips)	R0402T_RW
R45	NR.0111750.A	R_CEC_100...OH_+-0.51/16W	100	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page2_i236@standard_mm.resistor(chips)	R0402T_RW
R46	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i65@standard_mm.resistor(chips)	R0402T_RW
R47	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i16@standard_mm.resistor(chips)	R0402T_RW
R48	NR.0111498.A	R_CEC_.4,75.KO_+-0.0041/16W	4.75k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i282@standard_mm.resistor(chips)	R0402T_RW
R49	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i42@standard_mm.resistor(chips)	R0402T_RW
R5	NR.0112023.A	R_CEC_..2,7.KO_+-0.01_1/4W	2.7k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i555@standard_mm.resistor(chips)	R0805T_RW
R50	NR.0107446.A	R_CEC_.47...KO_+-0.235k1/16W	47k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i280@standard_mm.resistor(chips)	R0402T_RW
R51	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i570@standard_mm.resistor(chips)	R0402T_RW
R52	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i2@standard_mm.resistor(chips)	R0402T_RW
R53	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i1@standard_mm.resistor(chips)	R0402T_RW
R54	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i154@standard_mm.resistor(chips)	R0402T_RW
R55	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i38@standard_mm.resistor(chips)	R0402T_RW
R56	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i68@standard_mm.resistor(chips)	R0402T_RW
R57	NR.0154673.A	R_CEC_..1...KO_+-0.01k_1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i151@standard_mm.resistor(chips)	R0402T_RW
R58	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i14@standard_mm.resistor(chips)	R0402T_RW
R59	NR.0029902.A	R_CEC_...383KO_+-0.383k1/16W	383k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i40@standard_mm.resistor(chips)	R0603T_RW
R6	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i209@bin.low_side_controllers(sch_1):page1_i28@standard_mm.resistor(chips)	R0402T_RW
R60	NR.0029773.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i70@standard_mm.resistor(chips)	R0603T_RW
R61	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i64@standard_mm.resistor(chips)	R0402T_RW
R62	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i147@standard_mm.resistor(chips)	R0402T_RW
R63	NR.0029409.A	R_CEC_.47...KO_+-0.235k_1/4W	47k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i144@standard_mm.resistor(chips)	R1206T_RW
R64	NR.0029409.A	R_CEC_.47...KO_+-0.235k_1/4W	47k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i186@bin.prp_pump_driver(sch_1):page1_i80@standard_mm.resistor(chips)	R1206T_RW
R65	NR.0029407.A	R_CEC_.39...KO_+-0.195k_1/4W	39k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i209@bin.low_side_controllers(sch_1):page2_i495@standard_mm.resistor(chips)	R1206T_RW
R66	NR.0029902.A	R_CEC_...383KO_+-0.383k1/16W	383k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i327@standard_mm.resistor(chips)	R0603T_RW
R67	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i326@standard_mm.resistor(chips)	R0402T_RW
R68	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i66@standard_mm.resistor(chips)	R0402T_RW
R69	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i58@standard_mm.resistor(chips)	R0402T_RW
R7	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i54@standard_mm.resistor(chips)	R0402T_RW
R70	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i93@standard_mm.resistor(chips)	R0402T_RW
R71	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i96@standard_mm.resistor(chips)	R0402T_RW
R72	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i9@standard_mm.resistor(chips)	R0402T_RW
R73	NR.0123521.A	R_CEC_..1,2.KO_+-0.005_1/4W	1.2k	2	@bin.top(sch_1):page1_i1940@standard_mm.resistor(chips)	R0805T_RW
R74	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i5@standard_mm.resistor(chips)	R0402T_RW
R75	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i6@standard_mm.resistor(chips)	R0402T_RW
R76	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i2@standard_mm.resistor(chips)	R0402T_RW
R77	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i214@bin.pressure_sensor(sch_1):page1_i28@standard_mm.resistor(chips)	R0402T_RW
R78	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i214@bin.pressure_sensor(sch_1):page1_i30@standard_mm.resistor(chips)	R0402T_RW
R79	NR.0112047.A	R_CEC_..1...KO_+-0.001k_1/4W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i62@standard_mm.resistor(chips)	R0805T_RW
R8	NR.0029912.A	R_CEC_..150K..+-1.5k...63MW	150k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i209@bin.low_side_controllers(sch_1):page1_i30@standard_mm.resistor(chips)	R0603T_RW
R80	NR.0112046.A	R_CEC_.61,9.OH_+-0.061_1/4W	61.9	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i175@bin.communication(sch_1):page1_i153@standard_mm.resistor(chips)	R0805T_RW
R81	NR.0112046.A	R_CEC_.61,9.OH_+-0.061_1/4W	61.9	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i175@bin.communication(sch_1):page1_i145@standard_mm.resistor(chips)	R0805T_RW
R82	NR.0140598.A	R_CEC_..2...KO_+-0.002k_0,1W	2k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i258@standard_mm.resistor(chips)	R0603T_RW
R83	NR.0112023.A	R_CEC_..2,7.KO_+-0.01_1/4W	2.7k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i223@standard_mm.resistor(chips)	R0805T_RW
R84	NR.0137594.A	ST_ROC_...._JUMPER_RC1206	0.005	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i51@standard_mm.resistor(chips)	R1206T_RW
R85	NR.0029763.A	R_CEC_..10..KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i64@standard_mm.resistor(chips)	R0603T_RW
R86	NR.0111610.A	R_CEC_..2...KO_+-0.002k_1/4W	2k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i229@standard_mm.resistor(chips)	R0805T_RW
R87	NR.0113551.A	R_CEC_..1...KO_+-0.005k_1/2W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i316@standard_mm.resistor(chips)	R1206T_RW
R88	NR.0029763.A	R_CEC_..10..KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i225@standard_mm.resistor(chips)	R0603T_RW
R89	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i264@standard_mm.resistor(chips)	R0402T_RW
R9	NR.0029902.A	R_CEC_...383KO_+-0.383k1/16W	383k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page2_i312@standard_mm.resistor(chips)	R0603T_RW
R90	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i37@standard_mm.resistor(chips)	R0402T_RW
R91	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i23@standard_mm.resistor(chips)	R0402T_RW
R92	NR.0029912.A	R_CEC_..150K..+-1.5k...63MW	150k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i25@standard_mm.resistor(chips)	R0603T_RW
R93	NR.0029770.A	R_CEC_.47...KO_+-0.235k1/16W	47k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i298@standard_mm.resistor(chips)	R0603T_RW
R94	NR.0103905.A	R_CEC_499...KO_+-0.499k_0,1W	499k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i297@standard_mm.resistor(chips)	R0603T_RW
R95	NR.0111610.A	R_CEC_..2...KO_+-0.002k_1/4W	2k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i37@standard_mm.resistor(chips)	R0805T_RW
R96	NR.0107451.A	R_CEC_..1...KO_+-0.005k1/16W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i25@standard_mm.resistor(chips)	R0402T_RW
R97	NR.0113551.A	R_CEC_..1...KO_+-0.005k_1/2W	1k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page1_i320@standard_mm.resistor(chips)	R1206T_RW
R98	NR.0100870.A	R_CEC_.10...KO_+-0.05k1/16W	10k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i571@standard_mm.resistor(chips)	R0402T_RW
R99	NR.0107448.A	R_CEC_100...KO_+-0.5k1/16W	100k	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i212@bin.canister_spare1(sch_1):page1_i14@standard_mm.resistor(chips)	R0402T_RW
U1	NG.0112397.A	U_XG_LIO_...NCV2200SN2T1G	?	5	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i187@bin.the_terminator(sch_1):page1_i502@linear.ncv2200sn2t1g(chips)	USOT23-5T_RW
U10	NO.0112549.A	U_SE_MEP_......M95640-DW4	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i12@memory.m95640_a(chips)	UTSSOP8T_RW
U11	NT.0109545.A	U_SD_LIZ_..........PUMH16	?	6	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page2_i274@discrete.pumh16(chips)	QSOT363T_RW
U12	NG.0076734.A	TN_SB_NPN_BCR108S/UMH10N	?	6	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i39@linear.pumh10(chips)	USOT363T_RW
U13	NG.0079526.A	U_SB_LIR_........TLE4285G	?	5	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i43@linear.tle4285g(chips)	USCT595T_RW
U14	NG.0117878.A	U_SE_LIZ_.........ADXL312	?	33	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i215@bin.xyz_accelerometer(sch_1):page1_i47@linear.adxl312(chips)	ULFCSP32AT_RW
U15	NG.0148174.A	U_SE_LIZ_.....HAL3726DJ-A	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page2_i255@linear.hal3726dj_a(chips)	USO8T_RW
U17	NG.0100244.A	U_QB_MPF_.........XC2765X	?	100	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i91@micro.xc2765x(chips)	ULPQFP100T_RW
U18	NG.0110899.A	U_XB_LIR_....TLE4295_GV33	?	5	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i215@bin.xyz_accelerometer(sch_1):page1_i13@linear.tle4295_gv33(chips)	USCT595T_RW
U19	NG.0118678.A	U_SB_LIZ_.......NTB0104BQ	?	15	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i215@bin.xyz_accelerometer(sch_1):page1_i48@linear.ntb0104bq(chips)	UQFN14_2-5X3T_RW
U2	NG.0113799.A	U_SN_LIR_.......TLE8080EM	?	25	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i454@linear.tle8080em(chips)	UPTSSOP24T_RW
U20	NG.0100755.A	U_SE_INT_.....AS1716-ASOT	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i213@bin.input_signals(sch_1):page3_i67@linear.as1716(chips)	USO8T_RW
U22	NG.0122214.A	U_SK_CDA_....74LVC2G240DC	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i52@hcmos.\74lvc2g240dc\(chips)	UVSSOP8T_RW
U3	NG.0147338.A	U_SE_INT_.....TJA1051TK/3	?	9	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i175@bin.communication(sch_1):page1_i168@linear.tja1051tk_3(chips)	UHVSON8T_RW
U4	NG.0094134.A	U_SE_MPF_.......MC9S08QD2	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page3_i20@micro.mc9s08qd2(chips)	USO8T_RW
U5	NG.0112384.A	U_SB_LIR_.......BTS3800SL	?	5	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i183@bin.power_giga_small(sch_1):page1_i397@linear.bts3800sl(chips)	USCT595T_RW
U6	NG.0111572.A	U_XB_CUS_..........VBG08H	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i209@bin.low_side_controllers(sch_1):page2_i494@linear.vbg08h(chips)	UOCTAPAKT_RW
U7	NG.0108344.A	U_XB_LIZ_......KP216K1409	?	8	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i214@bin.pressure_sensor(sch_1):page1_i25@linear.kp216k1409(chips)	VAPSKP216T_RW
U8	NT.0109545.A	U_SD_LIZ_..........PUMH16	?	6	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i187@bin.the_terminator(sch_1):page1_i431@discrete.pumh16(chips)	QSOT363T_RW
U9	NT.0109545.A	U_SD_LIZ_..........PUMH16	?	6	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i187@bin.the_terminator(sch_1):page1_i432@discrete.pumh16(chips)	QSOT363T_RW
X1	NQ.0109756.A	X_2S_.16mhz_nx3225_...8PF	?	2	@bin.top(sch_1):page1_i1937@bin.iaw_mej1(sch_1):page1_i201@bin.logic_unit_mc9s12ex(sch_1):page2_i87@miscellaneous.osc16mhz_nx3225gb(chips)	VNX3225GB_RW
